/oneliners/187/, Show 10 Largest Open Files, lsof / | awk '{ if($7 > 1048576) print $7/1048576 "MB" " " $9 " " $1 }' | sort -n -u | tail
/oneliners/225/, List status of all GIT repos, find ~ -name ".git" 2> /dev/null | sed 's/\/.git/\//g' | awk '{print "-------------------------\n\033[1;32mGit Repo:\033[0m " $1; system("git --git-dir="$1".git --work-tree="$1" status")}'
/oneliners/214/, Generate a sequence of numbers, echo {01..10}
/oneliners/192/, Displays the quantity of connections to port 80 on a per IP basis, clear;while x=0; do clear;date;echo "";echo "  [Count] | [IP ADDR]";echo "-------------------";netstat -np|grep :80|grep -v LISTEN|awk '{print $5}'|cut -d: -f1|uniq -c; sleep 5;done
/oneliners/172/, Convert directory of videos to MP4 in parallel, for INPUT in *.avi ; do echo "${INPUT%.avi}" ; done | xargs -i -P9  HandBrakeCLI -i "{}".avi -o "{}".mp4
/oneliners/212/, Nmap scan every interface that is assigned an IP, ifconfig -a | grep -Po '\b(?!255)(?:\d{1,3}\.){3}(?!255)\d{1,3}\b' | xargs nmap -A -p0-
/oneliners/201/, Corporate random bullshit generator (cbsg), curl -s http://cbsg.sourceforge.net/cgi-bin/live | grep -Eo '^<li>.*</li>' | sed s,\</\\?li\>,,g | shuf -n 1
/oneliners/154/, Rename all items in a directory to lower case, for i in *; do mv "$i" "${i,,}"; done
/oneliners/142/, Show dd status every so often, watch --interval 5 killall -USR1 dd
/oneliners/270/, Find all log files modified 24 hours ago, and zip them, find . -type f -mtime +1 -name "*.log" -exec zip -m {}.zip {} \; >/dev/null
/oneliners/269/, List IP addresses connected to your server on port 80, netstat -tn 2>/dev/null | grep :80 | awk '{print $5}' | cut -d: -f1 | sort | uniq -c | sort -nr | head
/oneliners/244/, Ternary conditional clause, [ test_statement ] && ( then_statement ) || ( else_statement );
/oneliners/217/, Ban all IPs that attempted to access phpmyadmin on your site, grep "phpmyadmin" $path_to_access.log | grep -Po "^\d{1,3}\.\d{1,3}\.\d{1,3}\.\d{1,3}" | sort | uniq | xargs -I% sudo iptables -A INPUT -s % -j DROP
/oneliners/213/, Run a command and copy its output to clipboard (Mac OSX), echo "Here comes the output of my failing code" | tee >(pbcopy)
/oneliners/209/, Change the encoding of all files in a directory and subdirectories, find . -type f  -name '*.java' -exec sh -c 'iconv -f cp1252 -t utf-8 "$1" > converted && mv converted "$1"' -- {} \;
/oneliners/157/, Tree-like output in ls, ls -R | grep ":$" | sed -e 's/:$//' -e 's/[^-][^\/]*\//--/g' -e 's/^/   /' -e 's/-/|/'
/oneliners/243/, Get executed script's current working directory, CWD=$(cd "$(dirname "$0")" && pwd)
/oneliners/242/, Random Git Commit, git commit -m "$(w3m whatthecommit.com | head -n 1)"
/oneliners/232/, Open another terminal at current location, $TERMINAL & disown
/oneliners/208/, Generate a sequence of numbers, for ((i=1; i<=10; ++i)); do echo $i; done
/oneliners/195/, Compute factorial of positive integer, fac() { (echo 1; seq $1) | paste -s -d\* | bc; }
/oneliners/193/, Find all files recursively with specified string in the filename and output any lines found containing a different string., find . -name *conf* -exec grep -Hni 'matching_text' {} \; > matching_text.conf.list
/oneliners/186/, Extract your external IP address using dig, dig +short myip.opendns.com @resolver1.opendns.com
/oneliners/184/, Remove offending key from known_hosts file with one swift move, ssh-keygen -R <hostname>
/oneliners/162/, Convert a music file (mp3) to a mp4 video with a static image, ffmpeg -loop_input -i cover.jpg -i soundtrack.mp3 -shortest -acodec copy output_video.mp4
/oneliners/147/, Remove offending key from known_hosts file with one swift move, sed -i 18d .ssh/known_hosts
/oneliners/98/, Create a visual report of the contents of a usb drive, find /path/to/drive -type f -exec file -b '{}' \; -printf '%s\n' | awk -F , 'NR%2 {i=$1} NR%2==0 {a[i]+=$1} END {for (i in a) printf("%12u %s\n",a[i],i)}' | sort -nr
/oneliners/299/, Generate a sequence of numbers, printf '%s\n' {1..10}
/oneliners/292/, Find files/dirs modified within a given period, find . -type d -newermt "2019-01-01" \! -newermt "2019-02-01" -exec ls -ld {} \;
/oneliners/286/, Generate a random 32 characters password, tr -dc 'a-zA-Z0-9~!@#$%^&*_()+}{?></";.,[]=-' < /dev/urandom | fold -w 32 | head -n 1
/oneliners/271/, Search man pages and present a PDF, man -k . | awk '{ print $1 " " $2 }' | dmenu -i -p man | awk '{ print $2 " " $1 }' | tr -d '()' | xargs man -t | ps2pdf - - | zathura -
/oneliners/253/, Kill a process running on port 8080, lsof -i :8080 | awk '{l=$2} END {print l}' | xargs kill
